slug,display_name_en,category,muscle_group,confidence,duplicate_of_existing_slug,source_folder_en,source_filename_reference_only,unresolved_terms_debug,source_abs_path
front-raise-incline-1,Front raise incline 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal Inclinado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal Inclinado (1).gif
front-raise-hand-joints-1,Front raise hand joints 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal mão juntas (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal mão juntas (1).gif
front-raise-on-cable-1,Front raise on cable 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal no cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal no cabo (1).gif
front-raise-seated-1,Front raise seated 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal sentado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal sentado (1).gif
front-raise-unilateral-1,Front raise unilateral 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal unilateral (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal unilateral (1).gif
front-raise-unilateral-3-1,Front raise unilateral 3 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação frontal unilateral 3 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação frontal unilateral 3 (1).gif
lateral-raise-drop-front-1,Lateral raise + drop front 1,strength,shoulders,needs_review,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral + descida frontal (1).gif,+,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral + descida frontal (1).gif
lateral-raise-01-1,Lateral raise 01 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral 01 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral 01 (1).gif
lateral-raise-4-1,Lateral raise 4 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral 4 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral 4 (1).gif
lateral-raise-with-incline-1,Lateral raise with incline 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral com inclinação (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral com inclinação (1).gif
lateral-raise-incline-support-bench-1,Lateral raise incline support bench 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral inclinado apoio banco (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral inclinado apoio banco (1).gif
lateral-raise-incline-on-cable-2-1,Lateral raise incline on cable 2 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral inclinado no cabo 2 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral inclinado no cabo 2 (1).gif
lateral-raise-on-cable-1,Lateral raise on cable 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral no cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral no cabo (1).gif
lateral-raise-on-cross-crossed-1,Lateral raise on cross crossed 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral no cross cruzado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral no cross cruzado (1).gif
lateral-raise-trunk-supported-1,Lateral raise trunk supported 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral tronco apoiado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral tronco apoiado (1).gif
lateral-raise-unilateral-on-cable-1,Lateral raise unilateral on cable 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Elevação lateral uni no cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Elevação lateral uni no cabo (1).gif
front-lateral-reversed-1,Front lateral reversed 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),"Frontal, lateral, invertido (1).gif",,"C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Frontal, lateral, invertido (1).gif"
landmine-press-1,Landmine press 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),landmine-press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\landmine-press (1).gif
lateral-raise-machine-1,Lateral-raise-machine 1,strength,shoulders,needs_review,no,Strength / Shoulders (DELTOIDES (1)),lateral-raise-machine (1).gif,lateral-raise-machine,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\lateral-raise-machine (1).gif
military-press-3-1,Military press 3 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Military press 3 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Military press 3 (1).gif
military-press-1,Military press 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),military-press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\military-press (1).gif
push-press-1,Push press 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),push-press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\push-press (1).gif
rotation-external-1,Rotation external 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Rotação externa (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Rotação externa (1).gif
rotation-internal-1,Rotation internal 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),Rotação interna (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\Rotação interna (1).gif
seated-overhead-press-1,Seated overhead press 1,strength,shoulders,high,no,Strength / Shoulders (DELTOIDES (1)),seated-overhead-press (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\seated-overhead-press (1).gif
shoulder-pin-press-1,Shoulder-pin-press 1,strength,shoulders,needs_review,no,Strength / Shoulders (DELTOIDES (1)),shoulder-pin-press (1).gif,shoulder-pin-press,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\DELTOIDES (1)\shoulder-pin-press (1).gif
back-extension-1,Back extension 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),back-extension (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\back-extension (1).gif
band-assisted-pull-up-1,Band assisted pull up 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),band-assisted-pull-up (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\band-assisted-pull-up (1).gif
banded-wide-grip-row-1,Banded wide grip row 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),banded-wide-grip-row (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\banded-wide-grip-row (1).gif
bar-pull-up-neck-1,Bar pull-up neck 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Barra fixa nuca (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Barra fixa nuca (1).gif
bar-pull-up-grip-wide-1,Bar pull-up grip wide 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Barra fixa pegada aberta (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Barra fixa pegada aberta (1).gif
bar-on-gravitron-1,Bar on gravitron 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Barra no graviton (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Barra no graviton (1).gif
bar-close-grip-1,Bar close grip 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Barra pegada fechada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Barra pegada fechada (1).gif
bar-supinated-grip-1,Bar supinated grip 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Barra pegada supinada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Barra pegada supinada (1).gif
cable-face-pull-1,Cable face pull 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),cable-face-pull (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\cable-face-pull (1).gif
cable-rear-delt-fly-1,Cable rear delt fly 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),cable-rear-delt-fly (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\cable-rear-delt-fly (1).gif
cable-seated-row-1,Cable seated row 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),cable-seated-row (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\cable-seated-row (1).gif
cable-wide-grip-row-1,Cable wide grip row 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),cable-wide-grip-row (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\cable-wide-grip-row (1).gif
chin-ups-1,Chin ups 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),chin-ups (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\chin-ups (1).gif
close-grip-lat-pulldown-standard-bar-attachment-1,Close grip lat pulldown standard bar attachment 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),close-grip-lat-pulldown-standard-bar-attachment (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\close-grip-lat-pulldown-standard-bar-attachment (1).gif
fly-inverted-machine-1,Fly inverted machine 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Crcifixo inverto máquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Crcifixo inverto máquina (1).gif
fly-reversed-with-dumbbell-1,Fly reversed with dumbbell 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Crucifixo invertido com halter (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Crucifixo invertido com halter (1).gif
fly-reversed-with-dumbbells-1,Fly reversed with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Crucifixo invertido com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Crucifixo invertido com halteres (1).gif
fly-reversed-elastic-1,Fly reversed elastic 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Crucifixo invertido elástico (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Crucifixo invertido elástico (1).gif
fly-reversed-pulley-low-1,Fly reversed pulley low 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Crucifixo invertido polia baixa (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Crucifixo invertido polia baixa (1).gif
dumbbell-back-extension-1,Dumbbell back extension 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),dumbbell-back-extension (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\dumbbell-back-extension (1).gif
dumbbell-face-pull-1,Dumbbell face pull 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),dumbbell-face-pull (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\dumbbell-face-pull (1).gif
dumbbell-jefferson-curl-1,Dumbbell jefferson curl 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),dumbbell-jefferson-curl (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\dumbbell-jefferson-curl (1).gif
eccentric-pull-up-1,Eccentric pull up 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),eccentric-pull-up (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\eccentric-pull-up (1).gif
front-raise-cable-1,Front raise cable 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Elevação frontal cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Elevação frontal cabo (1).gif
shrug-3-1,Shrug 3 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento 3 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento 3 (1).gif
shrug-bar-1,Shrug bar 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento barra (1).gif
shrug-bar-behind-1,Shrug bar behind 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento barra atrás (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento barra atrás (1).gif
shrug-with-dumbbells-1,Shrug with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento com halteres (1).gif
shrug-machine-1,Shrug machine 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento máquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento máquina (1).gif
shrug-machine-3,Shrug machine 3,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Encolhimento máquina (3).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Encolhimento máquina (3).gif
facepull-1,Facepull 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Facepull (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Facepull (1).gif
inverted-row-1,Inverted-row 1,strength,back_traps,needs_review,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),inverted-row (1).gif,inverted-row,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\inverted-row (1).gif
landmine-row-1,Landmine row 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),landmine-row (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\landmine-row (1).gif
pull-up-1,Pull up 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),pull-up (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\pull-up (1).gif
pulldown-with-rope-1,Pulldown with rope 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Pulldown com corda (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Pulldown com corda (1).gif
pulldown-1,Pulldown 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Pulldown1 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Pulldown1 (1).gif
high-pulldown-with-elastic-1,High pulldown with elastic 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta com elástico (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta com elástico (1).gif
high-pulldown-closed-1,High pulldown closed 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta fechada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta fechada (1).gif
high-pulldown-neck-1,High pulldown neck 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta nuca (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta nuca (1).gif
high-pulldown-pulley-1,High pulldown pulley 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta polia (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta polia (1).gif
high-pulldown-traditional-1,High pulldown traditional 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta tradicional (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta tradicional (1).gif
high-pulldown-triangle-1,High pulldown triangle 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada alta triangulo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada alta triangulo (1).gif
pulldown-crossed-1,Pulldown crossed 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada cruzada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada cruzada (1).gif
pulldown-machine-1,Pulldown machine 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada máquina (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada máquina (1).gif
pulldown-unilateral-1-1,Pulldown unilateral 1 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada unilateral 1 (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada unilateral 1 (1).gif
pulldown-unilateral-cable-1,Pulldown unilateral cable 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Puxada unilateral cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Puxada unilateral cabo (1).gif
row-wide-pronated-1,Row wide pronated 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada aberta pronada (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada aberta pronada (1).gif
row-kneeling-1,Row kneeling 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada ajoelhado (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada ajoelhado (1).gif
row-high-1,Row high 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada alta (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada alta (1).gif
row-high-bar-1,Row high bar 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada alta barra (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada alta barra (1).gif
row-high-with-dumbbells-1,Row high with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada alta com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada alta com halteres (1).gif
row-high-on-cable-1,Row high on cable 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada alta no cabo (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada alta no cabo (1).gif
row-support-bench-with-dumbbells-1,Row support bench with dumbbells 1,strength,back_traps,high,no,Strength / Back Traps (ESPALDA Y TRAPECIO (1)),Remada apoio banco com halteres (1).gif,,C:\Users\ADMIN\Desktop\gif exercises\BIBLIOTECA DE EJERCICIOS\5° GIFs DE MUSCULACIÓN\ESPALDA Y TRAPECIO (1)\Remada apoio banco com halteres (1).gif
